Location,Test,timestamp,Deployment,RequestSize(byte),NumValidRtt,MinRtt(ns),AvgRtt(ns),MaxRtt(ns),StdRtt(ns),Tps,TxBandwidth(bps),RxBandwidth(bps)
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,512,1000,2.98877E+05,3.98575E+05,5.51487E+05,3.8245E+04,999.1802695093536,4.0926423839103123e+06,2.0463211919551562e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,1024,1000,2.00412E+05,3.5802E+05,5.06458E+05,6.1905E+04,999.3425275544093,8.186613985725721e+06,2.0466534964314303e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,2048,1000,2.15427E+05,3.5629E+05,1.420701E+06,6.0677E+04,996.4352876337255,1.6325595752590958e+07,2.0406994690738698e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,4096,1000,2.19236E+05,3.71632E+05,8.31156E+05,4.6274E+04,999.3028643371755,3.2745156258600567e+07,2.0465722661625354e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,8192,1000,3.35214E+05,4.59001E+05,8.86827E+05,4.3705E+04,999.2939578477283,6.548972882150872e+07,2.0465540256721475e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,16384,1000,3.99719E+05,5.045E+05,1.051097E+06,5.1969E+04,998.279797196704,1.3084652957816638e+08,2.0444770246588497e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,32768,1000,4.41136E+05,5.69284E+05,1.148657E+06,6.8536E+04,999.24112233268,2.6194506477277806e+08,2.0464458185373286e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,65536,1000,7.20516E+05,8.31003E+05,1.251738E+06,4.6964E+04,999.3948933757231,5.239707498581711e+08,2.0467607416334809e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,131072,1000,1.664409E+06,2.3184965E+07,3.0008054E+07,6.133574E+06,894.1753713178578,9.37610834154994e+08,1.8312711604589727e+06
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,262144,1000,2.864695E+06,2.5318611E+07,3.0741064E+07,3.498704E+06,448.7043618923444,9.410012499512539e+08,918946.5331555214
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,16,1000,1.42057E+05,2.709E+05,3.87355E+05,2.984E+04,999.4839694250377,127933.94808640482,2.0469431693824772e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,32,1000,1.67537E+05,2.57749E+05,4.95966E+05,3.0813E+04,999.4189927656506,255851.26214800656,2.0468100971840525e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,64,1000,1.6946E+05,2.59359E+05,3.85288E+05,2.7479E+04,999.4889682869377,511738.3517629121,2.0469534070516485e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,128,1000,1.54558E+05,2.7123E+05,5.67725E+05,3.8887E+04,999.4409457165175,1.0234275284137139e+06,2.0468550568274278e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,256,1000,1.65283E+05,2.66672E+05,9.73544E+05,3.5881E+04,999.473646194231,2.0469220274057852e+06,2.0469220274057852e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,512,1000,1.79614E+05,2.84045E+05,4.39087E+05,3.5635E+04,999.4511693804558,4.093751989782347e+06,2.0468759948911734e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,1024,1000,1.63589E+05,2.67375E+05,5.48962E+05,3.0676E+04,999.5392933484492,8.188225891110496e+06,2.047056472777624e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,2048,1000,1.63611E+05,2.8128E+05,6.80873E+05,3.711E+04,999.5745271042399,1.6377029052075867e+07,2.0471286315094833e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,4096,1000,2.35038E+05,3.42139E+05,6.63822E+05,4.3096E+04,999.3629261218558,3.274712436316097e+07,2.0466952726975607e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,8192,1000,2.66021E+05,3.58023E+05,8.56412E+05,4.3455E+04,999.4408388361331,6.549935481396482e+07,2.0468548379364007e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,16384,1000,3.37217E+05,4.55877E+05,8.18703E+05,4.6475E+04,999.4046106996034,1.3099396113361841e+08,2.0467806427127877e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,32768,1000,4.19464E+05,4.92918E+05,8.81787E+05,5.1932E+04,999.3729354566641,2.6197961879235175e+08,2.046715771815248e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,65536,1000,6.70969E+05,7.89853E+05,1.187625E+06,4.809E+04,999.4663049824655,5.240081901066469e+08,2.0469069926040894e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,131072,1000,1.935849E+06,2.2637025E+07,2.9122926E+07,5.823282E+06,895.4172511062527,9.3891303949599e+08,1.8338145302656055e+06
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,262144,1000,3.444023E+06,2.6027027E+07,3.125101E+07,3.821759E+06,448.32454332766486,9.40204712688699e+08,918168.6647350576
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,16,1000,2.85195E+05,3.81582E+05,1.445142E+06,4.9971E+04,999.251569567658,127904.20090466022,2.0464672144745635e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,32,1000,2.93667E+05,3.67895E+05,1.246544E+06,5.0816E+04,999.2901073056404,255818.26747024394,2.0465461397619515e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,64,1000,2.58808E+05,3.66059E+05,5.50072E+05,3.3181E+04,999.3398960250796,511662.02676484076,2.046648107059363e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,128,1000,3.02457E+05,3.6479E+05,1.68971E+06,5.0296E+04,999.4045128162744,1.023390221123865e+06,2.04678044224773e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,256,1000,2.5395E+05,3.58704E+05,6.28037E+05,3.3296E+04,999.3397142653113,2.0466477348153575e+06,2.0466477348153575e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,512,1000,2.72803E+05,4.1031E+05,9.03609E+05,4.5607E+04,999.3159063045483,4.09319795222343e+06,2.046598976111715e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,1024,1000,2.47183E+05,3.94762E+05,1.695199E+06,5.3837E+04,999.4558732351258,8.18754251354215e+06,2.0468856283855375e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,2048,1000,2.50579E+05,3.28009E+05,1.296446E+06,4.7225E+04,999.377565665797,1.6373802035868417e+07,2.0467252544835522e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,4096,1000,3.14154E+05,4.04134E+05,1.477042E+06,6.1444E+04,999.408302313432,3.274861125020654e+07,2.0467882031379088e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,8192,1000,3.04415E+05,3.74181E+05,1.801782E+06,7.5945E+04,999.3451321329487,6.549308257946493e+07,2.046658830608279e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,16384,1000,2.47938E+05,3.6523E+05,1.452935E+06,8.855E+04,999.3659862284809,1.3098889854693945e+08,2.0467015397959289e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,32768,1000,4.21636E+05,5.3375E+05,1.608267E+06,1.06909E+05,999.3697944095359,2.6197879538569337e+08,2.0467093389507295e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,65536,1000,6.39805E+05,7.66619E+05,1.829851E+06,1.27459E+05,999.5284654497249,5.2404078009370536e+08,2.0470342972410365e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,131072,1000,1.035256E+06,1.217628E+06,2.628107E+06,2.206E+05,999.3699871663904,1.047915383662985e+09,2.0467097337167675e+06
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,262144,1000,3.161923E+06,1.5124644E+07,1.9103614E+07,1.944489E+06,904.2262188886468,1.8962998233947635e+09,1.8518552962839487e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,16,1000,2.19088E+05,3.15821E+05,1.081598E+06,4.893E+04,999.3647008615683,127918.68171028074,2.0466989073644918e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,32,1000,2.16541E+05,2.94969E+05,6.92567E+05,3.8678E+04,999.3509425491841,255833.84129259113,2.046670730340729e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,64,1000,1.87174E+05,2.50528E+05,7.95852E+05,3.3609E+04,999.2931459960072,511638.0907499557,2.0465523629998227e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,128,1000,2.05277E+05,2.77366E+05,4.43965E+05,2.9265E+04,999.4796858677324,1.023467198328558e+06,2.046934396657116e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,256,1000,1.70002E+05,2.84707E+05,2.362646E+06,8.9992E+04,999.3673504987668,2.0467043338214743e+06,2.0467043338214743e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,512,1000,1.91217E+05,2.81721E+05,1.504131E+06,4.8947E+04,999.3880287381543,4.09349336571148e+06,2.04674668285574e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,1024,1000,1.98755E+05,3.09571E+05,5.91914E+05,4.1979E+04,999.4004057289814,8.187088123731815e+06,2.0467720309329538e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,2048,1000,2.05677E+05,2.83113E+05,1.284666E+06,5.6745E+04,999.3978537985058,1.637413443663472e+07,2.04676680457934e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,4096,1000,2.38193E+05,3.20432E+05,1.444352E+06,5.5956E+04,999.365846405968,3.274722005503076e+07,2.0467012534394225e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,8192,1000,2.16496E+05,3.13218E+05,1.203497E+06,5.4242E+04,999.3684131540446,6.5494608324463464e+07,2.0467065101394833e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,16384,1000,2.79976E+05,3.63146E+05,1.781188E+06,8.3148E+04,999.4048104615584,1.3099398731681739e+08,2.0467810518252717e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,32768,1000,3.90146E+05,4.52598E+05,1.193619E+06,6.7739E+04,999.3528850289456,2.619743626930279e+08,2.0466747085392806e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,65536,1000,6.5027E+05,7.13483E+05,2.057749E+06,9.0354E+04,999.5057444093895,5.2402886772491e+08,2.0469877645504298e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,131072,1000,1.039134E+06,1.154845E+06,2.809783E+06,1.61309E+05,999.3439766491528,1.047888109658862e+09,2.0466564641774648e+06
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,262144,1000,3.104395E+06,1.4564536E+07,2.4583972E+07,2.551673E+06,907.2138086694479,1.90256525327875e+09,1.8579738801550292e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,16,1000,2.05117E+05,3.2856E+05,4.68024E+05,4.0519E+04,999.4450811059528,127928.97038156196,2.0468635261049913e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,32,1000,1.65934E+05,3.28039E+05,4.69741E+05,5.0239E+04,999.4538244707261,255860.17906450588,2.046881432516047e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,64,1000,1.60595E+05,3.43404E+05,4.86861E+05,4.883E+04,999.4778867446549,511732.6780132633,2.0469307120530533e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,128,1000,1.49338E+05,3.24392E+05,4.87875E+05,4.7454E+04,999.5521806320331,1.0235414329672019e+06,2.0470828659344038e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,256,1000,1.72307E+05,3.4304E+05,5.11835E+05,4.033E+04,999.5321479879591,2.0470418390793402e+06,2.0470418390793402e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,512,1000,2.29486E+05,3.56761E+05,4.050458E+06,1.64195E+05,999.4984546739399,4.093945670344458e+06,2.046972835172229e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,1024,1000,1.79434E+05,3.40041E+05,5.03968E+05,5.3516E+04,999.5480993065631,8.188298029519365e+06,2.0470745073798413e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,2048,1000,1.46967E+05,3.41583E+05,1.193981E+06,6.3436E+04,999.4335540428758,1.6374719349438477e+07,2.0468399186798097e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,4096,1000,1.31454E+05,3.48935E+05,6.57533E+05,5.1737E+04,999.4330026683592,3.2749420631436795e+07,2.0468387894647997e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,8192,1000,1.91212E+05,3.42799E+05,8.22239E+05,4.7441E+04,999.4215028526609,6.549808761095198e+07,2.0468152378422495e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,16384,1000,1.71296E+05,3.22713E+05,8.00141E+05,6.2915E+04,999.4235055375714,1.3099643771782055e+08,2.0468193393409462e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,32768,1000,1.95657E+05,2.93724E+05,7.51856E+05,6.2376E+04,999.4544587776753,2.6200098964181492e+08,2.046882731576679e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,65536,1000,1.9639E+05,3.24325E+05,9.89319E+05,8.1709E+04,999.4636278494783,5.2400678651794726e+08,2.0469015098357315e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,131072,1000,2.3428E+05,3.07377E+05,1.108618E+06,9.2694E+04,999.4257909055189,1.0479738981245453e+09,2.0468240197745026e+06
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,262144,1000,3.0338E+05,4.45979E+05,1.259105E+06,1.31556E+05,999.5487826889698,2.0962057287137384e+09,2.0470759069470102e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,16,1000,8.9639E+04,2.19872E+05,3.865E+05,4.4131E+04,999.5166437462508,127938.1303995201,2.0470100863923216e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,32,1000,1.1438E+05,2.63489E+05,8.109674E+06,4.47403E+05,999.6594929845211,255912.8302040374,2.0473026416322992e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,64,1000,1.07967E+05,2.64805E+05,7.730847E+06,4.17125E+05,999.6509348889988,511821.2786631674,2.0472851146526695e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,128,1000,7.9859E+04,1.87909E+05,4.54832E+05,3.7242E+04,999.6236526906222,1.0236146203551971e+06,2.0472292407103942e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,256,1000,8.7651E+04,1.92477E+05,3.50562E+05,2.6055E+04,999.6119656291222,2.0472053056084423e+06,2.0472053056084423e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,512,1000,1.2659E+05,2.51747E+05,3.552858E+06,1.41681E+05,999.6006115748464,4.094364105010571e+06,2.0471820525052855e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,1024,1000,1.30415E+05,2.30331E+05,5.94855E+05,5.4863E+04,999.6831694134347,8.189404523834857e+06,2.0473511309587143e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,2048,1000,1.03807E+05,2.59936E+05,1.188584E+06,4.6242E+04,999.6107066083649,1.637762181707145e+07,2.0472027271339314e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,4096,1000,1.20441E+05,2.51842E+05,1.991388E+06,9.4503E+04,999.6864533423413,3.275772570312184e+07,2.047357856445115e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,8192,1000,9.755E+04,2.35641E+05,8.547642E+06,4.78209E+05,999.6239214882578,6.551135331865446e+07,2.047229791207952e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,16384,1000,1.04994E+05,2.67436E+05,4.349716E+06,1.88582E+05,999.5929907240019,1.3101865248017637e+08,2.0471664450027558e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,32768,1000,1.5988E+05,3.02914E+05,8.192951E+06,4.29219E+05,994.5048930486067,2.6070349068333396e+08,2.0367460209635466e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,65536,1000,1.79916E+05,2.83407E+05,6.99148E+05,5.6952E+04,999.6511747215344,5.241051150924038e+08,2.0472856058297025e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,131072,1000,1.93656E+05,3.20509E+05,7.23838E+05,7.0739E+04,999.6351611559625,1.0481934387442745e+09,2.0472528100474111e+06
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,262144,1000,2.25381E+05,3.45702E+05,8.294167E+06,3.50515E+05,993.6490740574783,2.0838331429577887e+09,2.0349933036697155e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,16,1000,2.3704E+05,3.78323E+05,5.79096E+05,4.4604E+04,999.3836840795628,127921.11156218404,2.0467377849949447e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,32,1000,2.30925E+05,3.73332E+05,6.011E+05,3.8186E+04,999.336786144528,255830.21725299917,2.0466417380239933e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,64,1000,2.07359E+05,3.85083E+05,6.67984E+05,3.5394E+04,999.2788743974068,511630.78369147226,2.046523134765889e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,128,1000,2.25661E+05,3.69259E+05,5.8665E+05,4.5489E+04,999.3373793572434,1.0233214764618173e+06,2.0466429529236346e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,256,1000,2.79709E+05,3.66838E+05,6.03697E+05,3.5814E+04,999.4241997369572,2.0468207610612884e+06,2.0468207610612884e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,512,1000,2.0662E+05,3.59953E+05,6.15663E+05,4.3432E+04,999.4314624188569,4.093671270067638e+06,2.046835635033819e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,1024,1000,2.63012E+05,3.89965E+05,5.12632E+05,4.1443E+04,999.28782255818,8.18616584239661e+06,2.0465414605991526e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,2048,1000,2.47132E+05,3.65307E+05,1.354683E+06,5.1933E+04,999.2024775497215,1.6370933392174637e+07,2.0463666740218296e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,4096,1000,2.69685E+05,3.90597E+05,1.458082E+06,5.2488E+04,999.2178142934068,3.2742369338766355e+07,2.0463980836728972e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,8192,1000,3.17784E+05,4.6299E+05,1.479909E+06,6.1522E+04,999.3390551370353,6.5492684317460746e+07,2.0466463849206483e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,16384,1000,3.93592E+05,5.28607E+05,1.624944E+06,8.3458E+04,999.2823294209624,1.3097793348186438e+08,2.046530210654131e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,32768,1000,4.33295E+05,5.84256E+05,1.726621E+06,1.17699E+05,999.3556404669179,2.6197508501455972e+08,2.0466803516762478e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,65536,1000,6.9493E+05,8.30622E+05,1.917416E+06,1.12467E+05,999.4365466586538,5.239925881745723e+08,2.046846047556923e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,131072,1000,1.624754E+06,2.1315571E+07,2.7950218E+07,5.446925E+06,896.8842540573388,9.404513035824281e+08,1.8368189523094299e+06
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,262144,1000,2.94179E+06,2.6193578E+07,3.1675018E+07,3.681114E+06,448.13710835853414,9.398116330683166e+08,917784.7979182779
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,16,1000,1.36723E+05,2.98743E+05,8.512099E+06,4.70502E+05,999.3570047089572,127917.69660274652,2.0466831456439444e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,32,1000,1.53408E+05,3.25059E+05,8.033708E+06,4.33656E+05,999.4531312290917,255860.00159464747,2.0468800127571798e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,64,1000,1.88241E+05,3.05816E+05,5.21421E+05,4.1064E+04,999.3854189421528,511685.33449838223,2.046741337993529e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,128,1000,1.90081E+05,3.11796E+05,7.56045E+05,3.949E+04,999.3799227343803,1.0233650408800055e+06,2.046730081760011e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,256,1000,1.57151E+05,2.7261E+05,5.09782E+05,2.8211E+04,999.6089230010543,2.0471990743061593e+06,2.0471990743061593e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,512,1000,2.02829E+05,3.56508E+05,8.457205E+06,6.58753E+05,997.9748047388694,4.087704800210409e+06,2.0438524001052044e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,1024,1000,1.82116E+05,3.03637E+05,4.70465E+05,3.0564E+04,999.3718388344697,8.186854103731976e+06,2.046713525932994e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,2048,1000,1.89136E+05,2.8008E+05,1.157859E+06,3.9605E+04,999.4674527576798,1.6375274745981826e+07,2.0469093432477282e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,4096,1000,2.2565E+05,3.10108E+05,1.140448E+06,4.1393E+04,999.2530014240145,3.274352235066211e+07,2.0464701469163818e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,8192,1000,2.4561E+05,3.56999E+05,1.239436E+06,4.9794E+04,999.3827662128456,6.549554896652505e+07,2.0467359052039078e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,16384,1000,3.29927E+05,4.72327E+05,1.380283E+06,7.5073E+04,999.3235938349824,1.3098334209113881e+08,2.046614720174044e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,32768,1000,3.99208E+05,4.92086E+05,2.101537E+06,1.07534E+05,999.3689544699138,2.6197857520056108e+08,2.0467076187543834e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,65536,1000,6.91274E+05,8.35698E+05,8.419499E+06,4.04518E+05,994.454398198179,5.2138050752252686e+08,2.0366426075098705e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,131072,1000,1.841123E+06,2.2626802E+07,2.9060233E+07,5.823403E+06,894.9017000015358,9.383724449808104e+08,1.8327586816031453e+06
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,262144,1000,2.858768E+06,2.5783533E+07,3.1297128E+07,3.673615E+06,448.03028690474264,9.395876122428548e+08,917566.0275809129
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,16,1000,2.31576E+05,3.82226E+05,6.13876E+05,4.1116E+04,999.4008422052837,127923.30780227631,2.046772924836421e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,32,1000,2.69249E+05,4.13575E+05,4.81692E+05,2.0599E+04,999.4446505843457,255857.8305495925,2.04686264439674e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,64,1000,2.50419E+05,4.10148E+05,6.39487E+05,4.1968E+04,999.3129553548732,511648.2331416951,2.0465929325667804e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,128,1000,2.53293E+05,4.1361E+05,5.04498E+05,3.729E+04,999.4475084156902,1.0234342486176668e+06,2.0468684972353335e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,256,1000,2.62888E+05,3.99668E+05,5.11901E+05,4.079E+04,999.4839864074975,2.0469432041625548e+06,2.0469432041625548e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,512,1000,2.42561E+05,3.72349E+05,5.95593E+05,5.0554E+04,999.4986275004787,4.093946378241961e+06,2.0469731891209804e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,1024,1000,2.78049E+05,4.31435E+05,5.70872E+05,3.2787E+04,999.4197468891537,8.187246566515947e+06,2.0468116416289867e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,2048,1000,3.34044E+05,4.99766E+05,2.601242E+06,9.7386E+04,999.5542058210832,1.6376696108172627e+07,2.0470870135215784e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,4096,1000,3.39964E+05,4.94176E+05,8.71239E+05,4.7686E+04,999.4630105126379,3.2750403928478118e+07,2.0469002455298824e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,8192,1000,4.05665E+05,4.95885E+05,8.93988E+05,4.1883E+04,999.3911209595555,6.5496096503205426e+07,2.0467530157251696e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,16384,1000,4.41488E+05,6.17501E+05,1.100549E+06,5.8097E+04,999.4984676609033,1.3100626315324992e+08,2.04697286176953e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,32768,1000,5.54576E+05,6.96671E+05,1.564219E+06,8.4767E+04,999.3318307486521,2.6196884343977466e+08,2.0466315893732395e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,65536,1000,7.51761E+05,1.002904E+06,7.067419E+06,5.17316E+05,999.4504261974442,5.2399986505020565e+08,2.0468744728523658e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,131072,1000,5.273626E+06,4.2015164E+07,7.0224808E+07,1.1205983E+07,800.7689784500055,8.39667132347193e+08,1.6399748678656113e+06
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,262144,1000,7.412664E+06,1.8220217E+07,5.1470039E+07,7.586194E+06,393.6620363336195,8.255691268211228e+08,806219.8504112527
