Location,Test,timestamp,Deployment,Command,Tps
Remote,basic,20160513_20-22,physical,"LRANGE_300 (first 300 elements)","16792.61"
Remote,basic,20160513_20-22,physical,"LRANGE_500 (first 450 elements)","12272.95"
Remote,basic,20160513_20-22,physical,"LRANGE_600 (first 600 elements)","9964.13"
Remote,basic,20160513_20-22,physical,"MSET (10 keys)","60569.35"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"PING_INLINE","85543.20"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"PING_BULK","86355.79"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"SET","86206.90"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"GET","88652.48"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"INCR","84889.65"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LPUSH","80450.52"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LPOP","80321.28"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"SADD","83963.05"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"SPOP","83682.01"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","76687.12"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LRANGE_100 (first 100 elements)","41946.31"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LRANGE_300 (first 300 elements)","16929.07"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LRANGE_500 (first 450 elements)","13020.83"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"LRANGE_600 (first 600 elements)","10564.12"
Local,ovs2.5.0,20160517_18-02,kvmBridgeOvsbr0,"MSET (10 keys)","61349.70"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"PING_INLINE","45495.91"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"PING_BULK","54083.29"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"SET","78064.01"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"GET","78247.26"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"INCR","79491.26"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LPUSH","79491.26"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LPOP","70821.53"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"SADD","59844.41"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"SPOP","69492.70"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","70422.54"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LRANGE_100 (first 100 elements)","42698.55"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LRANGE_300 (first 300 elements)","17537.71"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LRANGE_500 (first 450 elements)","13044.61"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"LRANGE_600 (first 600 elements)","10329.51"
Local,ovs2.5.0,20160517_18-02,lxcBridgeOvsbr0,"MSET (10 keys)","73583.52"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"PING_INLINE","67750.68"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"PING_BULK","62266.50"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"SET","64724.92"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"GET","69541.03"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"INCR","58309.04"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LPUSH","61804.70"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LPOP","60313.63"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"SADD","60716.46"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"SPOP","57971.02"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","57045.07"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LRANGE_100 (first 100 elements)","39108.33"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LRANGE_300 (first 300 elements)","16186.47"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LRANGE_500 (first 450 elements)","11778.56"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9458.05"
Remote,ovs2.5.0,20160517_17-47,kvmBridgeOvsbr0,"MSET (10 keys)","51519.84"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"PING_INLINE","73367.57"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"PING_BULK","75414.78"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"SET","75815.01"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"GET","75244.55"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"INCR","75528.70"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LPUSH","73855.24"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LPOP","69444.45"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"SADD","70175.44"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"SPOP","83402.84"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","76277.65"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LRANGE_100 (first 100 elements)","40966.82"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LRANGE_300 (first 300 elements)","16871.94"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12481.28"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9449.12"
Remote,ovs2.5.0,20160517_17-47,lxcBridgeOvsbr0,"MSET (10 keys)","71073.21"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"PING_INLINE","68634.18"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"PING_BULK","60827.25"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"SET","69881.20"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"GET","65963.06"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"INCR","65402.22"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LPUSH","57339.45"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LPOP","62893.08"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"SADD","61728.39"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"SPOP","61199.51"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","60753.34"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LRANGE_100 (first 100 elements)","42105.26"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LRANGE_300 (first 300 elements)","17205.78"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12818.87"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9939.37"
10gRemote,ovs2.5.0,20160518_19-15,kvmBridgeOvsbr0,"MSET (10 keys)","55555.56"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"PING_INLINE","75987.84"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"PING_BULK","78678.20"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"SET","71428.57"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"GET","69396.25"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"INCR","75815.01"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LPUSH","68446.27"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LPOP","68446.27"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"SADD","72046.11"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"SPOP","69637.88"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","72254.34"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LRANGE_100 (first 100 elements)","41614.64"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LRANGE_300 (first 300 elements)","17328.02"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12091.90"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9947.28"
10gRemote,ovs2.5.0,20160518_19-15,lxcBridgeOvsbr0,"MSET (10 keys)","66889.63"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"PING_INLINE","87260.03"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"PING_BULK","86206.90"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"SET","84817.64"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"GET","85984.52"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"INCR","82169.27"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LPUSH","84674.01"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LPOP","82372.32"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"SADD","86058.52"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"SPOP","87032.20"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","82304.52"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LRANGE_100 (first 100 elements)","43497.17"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LRANGE_300 (first 300 elements)","17111.57"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12856.78"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"LRANGE_600 (first 600 elements)","10153.32"
Local,ovs,20160513_22-03,kvmBridgeOvsbr0,"MSET (10 keys)","63131.31"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"PING_INLINE","61614.29"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"PING_BULK","62305.30"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"SET","65487.89"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"GET","64808.82"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"INCR","66225.16"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LPUSH","65487.89"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LPOP","65445.03"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"SADD","65789.48"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"SPOP","65359.48"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","66934.41"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LRANGE_100 (first 100 elements)","35423.31"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LRANGE_300 (first 300 elements)","15708.45"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12004.80"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9641.34"
Local,ovs,20160513_22-03,lxcBridgeOvsbr0,"MSET (10 keys)","56818.18"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"PING_INLINE","60024.01"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"PING_BULK","64226.07"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"SET","61162.08"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"GET","58754.41"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"INCR","61842.92"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LPUSH","59311.98"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LPOP","63211.12"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"SADD","61124.69"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"SPOP","57208.24"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","61842.92"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LRANGE_100 (first 100 elements)","40683.48"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LRANGE_300 (first 300 elements)","16147.26"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12165.45"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9872.64"
Remote,ovs,20160513_22-12,kvmBridgeOvsbr0,"MSET (10 keys)","52029.14"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"PING_INLINE","78247.26"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"PING_BULK","82918.74"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"SET","71736.01"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"GET","75700.23"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"INCR","75930.14"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LPUSH","76161.46"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LPOP","80385.85"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"SADD","74074.07"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"SPOP","76277.65"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LPUSH (needed to benchmark LRANGE)","74183.98"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LRANGE_100 (first 100 elements)","40436.71"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LRANGE_300 (first 300 elements)","16622.34"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LRANGE_500 (first 450 elements)","12138.87"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"LRANGE_600 (first 600 elements)","9983.03"
Remote,ovs,20160513_22-12,lxcBridgeOvsbr0,"MSET (10 keys)","77160.49"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"PING_INLINE","8827.68"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"PING_BULK","8677.54"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"SET","8664.01"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"GET","8747.38"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"INCR","8817.56"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LPUSH","8848.77"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LPOP","8858.96"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"SADD","8938.95"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"SPOP","8765.01"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LPUSH (needed to benchmark LRANGE)","8934.95"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LRANGE_100 (first 100 elements)","8212.20"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LRANGE_300 (first 300 elements)","4279.72"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LRANGE_500 (first 450 elements)","2978.05"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"LRANGE_600 (first 600 elements)","2299.27"
Local,rtl8139,20160513_22-49,kvmRtl8139NetworkDefault,"MSET (10 keys)","8242.66"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"PING_INLINE","66313.00"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"PING_BULK","67750.68"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"SET","67659.00"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"GET","65789.48"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"INCR","62383.03"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LPUSH","61500.61"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LPOP","65359.48"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"SADD","70274.07"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"SPOP","61124.69"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LPUSH (needed to benchmark LRANGE)","61690.31"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LRANGE_100 (first 100 elements)","36376.86"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LRANGE_300 (first 300 elements)","13513.51"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LRANGE_500 (first 450 elements)","9272.14"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"LRANGE_600 (first 600 elements)","7185.46"
10gRemote,unikernel,20160518_18-31,osvBridgeBr0,"MSET (10 keys)","53850.30"
Local,unikernel,20160513_19-36,osvBridgeBr0,"PING_INLINE","87260.03"
Local,unikernel,20160513_19-36,osvBridgeBr0,"PING_BULK","89206.06"
Local,unikernel,20160513_19-36,osvBridgeBr0,"SET","89126.56"
Local,unikernel,20160513_19-36,osvBridgeBr0,"GET","91074.68"
Local,unikernel,20160513_19-36,osvBridgeBr0,"INCR","86730.27"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LPUSH","80710.25"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LPOP","85543.20"
Local,unikernel,20160513_19-36,osvBridgeBr0,"SADD","84175.09"
Local,unikernel,20160513_19-36,osvBridgeBr0,"SPOP","88105.73"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LPUSH (needed to benchmark LRANGE)","83333.33"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LRANGE_100 (first 100 elements)","43122.04"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LRANGE_300 (first 300 elements)","15651.90"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LRANGE_500 (first 450 elements)","9355.41"
Local,unikernel,20160513_19-36,osvBridgeBr0,"LRANGE_600 (first 600 elements)","7296.61"
Local,unikernel,20160513_19-36,osvBridgeBr0,"MSET (10 keys)","56274.62"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"PING_INLINE","60864.27"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"PING_BULK","64061.50"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"SET","63371.36"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"GET","60753.34"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"INCR","55741.36"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LPUSH","60459.49"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LPOP","58072.01"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"SADD","57438.25"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"SPOP","55126.79"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LPUSH (needed to benchmark LRANGE)","60240.96"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LRANGE_100 (first 100 elements)","36443.15"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LRANGE_300 (first 300 elements)","14692.92"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LRANGE_500 (first 450 elements)","11954.57"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"LRANGE_600 (first 600 elements)","9947.28"
Remote,unikernel,20160513_19-28,osvBridgeBr0,"MSET (10 keys)","54377.38"
